icd9_code,short_title,long_title
5374,Gastric/duodenal fistula,Fistula of stomach or duodenum
5198,Resp system disease NEC,"Other diseases of respiratory system, not elsewhere classified"
87364,Opn wnd tongue/mouth flr,"Open wound of tongue and floor of mouth, without mention of complication"
5961,Intestinovesical fistula,Intestinovesical fistula
3490,Lumbar puncture reaction,Reaction to spinal or lumbar puncture
96909,Pois antidepressants NEC,Poisoning by other antidepressants
9680,Pois-cns muscle depress,Poisoning by central nervous system muscle-tone depressants
71591,Osteoarthros NOS-shlder,"Osteoarthrosis, unspecified whether generalized or localized, shoulder region"
1370,"Late effect tb, resp/NOS",Late effects of respiratory or unspecified tuberculosis
2893,Lymphadenitis NOS,"Lymphadenitis, unspecified, except mesenteric"
48231,Pneumonia strptococcus a,"Pneumonia due to Streptococcus, group A"
80300,Close skull fracture NEC,"Other closed skull fracture without mention of intracranial injury, unspecified state of consciousness"
74721,Anomalies of aortic arch,Anomalies of aortic arch
29980,Pervasv dev dis-cur NEC,"Other specified pervasive developmental disorders, current or active state"
E9346,Adv eff gamma globulin,Gamma globulin causing adverse effects in therapeutic use
5721,Portal pyemia,Portal pyemia
55229,Obstr ventral hernia NEC,Other ventral hernia with obstruction
3099,Adjustment reaction NOS,Unspecified adjustment reaction
80172,Opn skl base fx-brf coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
80182,Opn skl base fx-brf coma,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
90221,Injury gastric artery,Injury to gastric artery
28989,Blood diseases NEC,Other specified diseases of blood and blood-forming organs
72740,Synovial cyst NOS,"Synovial cyst, unspecified"
684,Impetigo,Impetigo
1572,Mal neo pancreas tail,Malignant neoplasm of tail of pancreas
70702,"Pressure ulcer, upr back","Pressure ulcer, upper back"
2825,Sickle-cell trait,Sickle-cell trait
E9309,Adv eff antibiotic NOS,Unspecified antibiotic causing adverse effects in therapeutic use
64804,Diabetes-postpartum,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
64244,Mild/NOS preeclamp-p/p,"Mild or unspecified pre-eclampsia, postpartum condition or complication"
64784,Infect dis NEC-postpart,"Other specified infectious and parasitic diseases of mother, postpartum condition or complication"
55010,Unilat ing hernia w obst,"Inguinal hernia, with obstruction, without mention of gangrene, unilateral or unspecified (not specified as recurrent)"
7510,Meckel's diverticulum,Meckel's diverticulum
7730,NB hemolyt dis:rh isoimm,Hemolytic disease of fetus or newborn due to Rh isoimmunization
E9413,Adv eff sympatholytics,Sympatholytics [antiadrenergics] causing adverse effects in therapeutic use
V850,"BMI less than 19,adult","Body Mass Index less than 19, adult"
45386,Ac embl internl jug vein,Acute venous embolism and thrombosis of internal jugular veins
4536,Embl suprfcl ves low ext,Venous embolism and thrombosis of superficial vessels of lower extremity
3480,Cerebral cysts,Cerebral cysts
80162,Opn skl base fx-brf coma,"Open fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
82531,Fx astragalus-open,Open fracture of astragalus
8029,Fx facial bone NEC-open,Open fracture of other facial bones
8921,Open wound foot-compl,"Open wound of foot except toe(s) alone, complicated"
9509,Inj optic nerv/path NOS,Injury to unspecified optic nerve and pathways
82529,Fx foot bone NEC-closed,Other closed fracture of tarsal and metatarsal bones
66551,Ob inj pelv org NEC-del,"Other injury to pelvic organs, delivered, with or without mention of antepartum condition"
66582,Ob trauma NEC-del w p/p,"Other specified obstetrical trauma, delivered, with mention of postpartum complication"
67432,Ob surg compl-del w p/p,"Other complications of obstetrical surgical wounds, delivered, with mention of postpartum complication"
34291,Unsp hemiplga domnt side,"Hemiplegia, unspecified, affecting dominant side"
77984,Meconium staining,Meconium staining
E8233,Oth coll stn obj-cyc psg,Other motor vehicle nontraffic accident involving collision with stationary object injuring passenger on motorcycle
83402,Disl interphaln hand-cl,"Closed dislocation of interphalangeal (joint), hand"
37943,Mydriasis not d/t mydrtc,"Mydriasis (persistent), not due to mydriatics"
37652,Enophthalmos d/t trauma,Enophthalmos due to trauma or surgery
9050,Late effec skull/face fx,Late effect of fracture of skull and face bones
3918,Ac rheumat hrt dis NEC,Other acute rheumatic heart disease
3082,"Stress react, psychomot",Predominant psychomotor disturbance
E9447,Adv eff uric acid metab,Uric acid metabolism drugs causing adverse effects in therapeutic use
63320,Ovarn preg w/o intra prg,Ovarian pregnancy without intrauterine pregnancy
6391,Postabortion hemorrhage,Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies
6396,Postabortion embolism,Embolism following abortion or ectopic and molar pregnancies
6398,Postabortion compl NEC,Other specified complications following abortion or ectopic and molar pregnancy
2165,Benign neo skin trunk,"Benign neoplasm of skin of trunk, except scrotum"
V230,Preg w hx of infertility,Supervision of high-risk pregnancy with history of infertility
84503,Sprain distal tibiofibul,"Sprain of tibiofibular (ligament), distal of ankle"
2729,Lipoid metabol dis NOS,Unspecified disorder of lipoid metabolism
9561,Injury femoral nerve,Injury to femoral nerve
80131,Cl skul base fx w/o coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
99693,Compl reattached finger,Complications of reattached finger(s)
E9190,Machine accid-agricult,Accidents caused by agricultural machines
86100,Heart injury NOS-closed,Unspecified injury of heart without mention of open wound into thorax
7101,Systemic sclerosis,Systemic sclerosis
99642,Dislocate prosthetic jt,Dislocation of prosthetic joint
25201,Primary hyperparathyroid,Primary hyperparathyroidism
2912,Alcohol persist dementia,Alcohol-induced persisting dementia
8702,Lac eyelid inv lacrm pas,Laceration of eyelid involving lacrimal passages
99639,Malfunc gu dev/graft NEC,"Other mechanical complication of genitourinary device, implant, and graft"
80601,C1-c4 fx-cl/com cord les,Closed fracture of C1-C4 level with complete lesion of cord
48232,Pneumonia strptococcus b,"Pneumonia due to Streptococcus, group B"
E8840,Fall from playgrnd equip,Accidental fall from playground equipment
56200,Dvrtclo sml int w/o hmrg,Diverticulosis of small intestine (without mention of hemorrhage)
78931,Abdmnal mass rt upr quad,"Abdominal or pelvic swelling, mass, or lump, right upper quadrant"
2230,Benign neoplasm kidney,"Benign neoplasm of kidney, except pelvis"
E9585,Injury-motor veh crash,Suicide and self-inflicted injury by crashing of motor vehicle
2699,Nutrition deficiency NOS,Unspecified nutritional deficiency
5259,Dental disorder NOS,Unspecified disorder of the teeth and supporting structures
80629,T7-t12 fx-cl/crd inj NEC,Closed fracture of T7-T12 level with other specified spinal cord injury
80112,Cl skul base fx-brf coma,"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
78930,Abdmnal mass unspcf site,"Abdominal or pelvic swelling, mass, or lump, unspecified site"
29630,Recurr depr psychos-unsp,"Major depressive affective disorder, recurrent episode, unspecified"
30750,Eating disorder NOS,"Eating disorder, unspecified"
E9393,Adv eff antipsychotc NEC,"Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use"
E9411,Adv eff parasympatholytc,Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics causing adverse effects in therapeutic use
29560,Schizophr dis resid NOS,"Schizophrenic disorders, residual type, unspecified"
30021,Agoraphobia w panic dis,Agoraphobia with panic disorder
49391,Asthma w status asthmat,"Asthma, unspecified type, with status asthmaticus"
53220,Ac duoden ulc w hem/perf,"Acute duodenal ulcer with hemorrhage and perforation, without mention of obstruction"
5581,Radiation gastroenterit,Gastroenteritis and colitis due to radiation
V183,Fam hx-blood disord NEC,Family history of other blood disorders
40201,Mal hypert hrt dis w hf,Malignant hypertensive heart disease with heart failure
25003,DMI wo cmp uncntrld,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled"
9224,Contusion genital organs,Contusion of genital organs
56961,Colosty/enterost infectn,Infection of colostomy or enterostomy
1174,Mycotic mycetomas,Mycotic mycetomas
E9301,Adv eff antifung antbiot,Antifungal antibiotics causing adverse effects in therapeutic use
0463,Prog multifoc leukoencep,Progressive multifocal leukoencephalopathy
1965,Mal neo lymph-inguin/leg,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb
44322,Dissection iliac artery,Dissection of iliac artery
53440,Chr marginal ulcer w hem,"Chronic or unspecified gastrojejunal ulcer with hemorrhage, without mention of obstruction"
5753,Hydrops of gallbladder,Hydrops of gallbladder
E9353,Adv eff salicylates,Salicylates causing adverse effects in therapeutic use
71986,Joint dis NEC-l/leg,"Other specified disorders of joint, lower leg"
71895,Jt derangment NOS-pelvis,"Unspecified derangement of joint, pelvic region and thigh"
71846,Jt contracture-l/leg,"Contracture of joint, lower leg"
2929,Drug mental disorder NOS,Unspecified drug-induced mental disorder
76384,Meconium dur del aff NB,Meconium passage during delivery
1800,Malig neo endocervix,Malignant neoplasm of endocervix
6268,Menstrual disorder NEC,Other disorders of menstruation and other abnormal bleeding from female genital tract
36189,Retinal detachment NEC,Other forms of retinal detachment
67323,Pulm embol NOS-antepart,"Obstetrical blood-clot embolism, antepartum condition or complication"
64863,CV dis NEC-antepartum,"Other cardiovascular diseases of mother, antepartum condition or complication"
64303,Mild hyperemesis-antepar,"Mild hyperemesis gravidarum, antepartum condition or complication"
E8794,Abn react-fluid aspirat,"Aspiration of fluid as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
19881,Second malig neo breast,Secondary malignant neoplasm of breast
986,Tox eff carbon monoxide,Toxic effect of carbon monoxide
80238,Fx mandible body NEC-opn,"Open fracture of mandible, body, other and unspecified"
80222,Subcondylar fx mandib-cl,"Closed fracture of mandible, subcondylar"
0051,Botulism food poisoning,Botulism food poisoning
7535,Bladder exstrophy,Exstrophy of urinary bladder
03844,Serratia septicemia,Septicemia due to serratia
45389,Ac embolism veins NEC,Acute venous embolism and thrombosis of other specified veins
34401,"Quadrplg c1-c4, complete","Quadriplegia, C1-C4, complete"
V8541,"BMI 40.0-44.9, adult","Body Mass Index 40.0-44.9, adult"
57470,Gal&bil cal w/oth w/o ob,"Calculus of gallbladder and bile duct with other cholecystitis, without mention of obstruction"
25202,Sec hyprprthyrd nonrenal,"Secondary hyperparathyroidism, non-renal"
3668,Cataract NEC,Other cataract
78905,Abdmnal pain periumbilic,"Abdominal pain, periumbilic"
80421,Cl skl w oth fx w/o coma,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
1579,Malig neo pancreas NOS,"Malignant neoplasm of pancreas, part unspecified"
2111,Benign neoplasm stomach,Benign neoplasm of stomach
V061,Vaccination for DTP-DTaP,"Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis, combined [DTP] [DTaP]"
38612,Vestibular neuronitis,Vestibular neuronitis
E9424,Adv eff coronary vasodil,Coronary vasodilators causing adverse effects in therapeutic use
37991,Pain in or around eye,Pain in or around eye
46450,Supraglottis w/o obs NOS,"Supraglottitis unspecified, without obstruction"
7862,Cough,Cough
9171,Abrasion foot/toe-infec,"Abrasion or friction burn of foot and toe(s), infected"
E9179,Obj w-w/o sub fall NEC,Other accident caused by striking against or being struck accidentally by objects or persons
4464,Wegener's granulomatosis,Wegener's granulomatosis
64251,Severe preeclamp-deliver,"Severe pre-eclampsia, delivered, with or without mention of antepartum condition"
67402,Cerebvas dis-deliv w p/p,"Cerebrovascular disorders in the puerperium, delivered, with mention of postpartum complication"
65261,Mult gest malpres-deliv,"Multiple gestation with malpresentation of one fetus or more, delivered, with or without mention of antepartum condition"
66331,Cord entangle NEC-deliv,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, delivered, with or without mention of antepartum condition"
65651,Poor fetal growth-deliv,"Poor fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition"
65801,Oligohydramnios-deliver,"Oligohydramnios, delivered, with or without mention of antepartum condition"
65961,Elderly multigravida-del,"Elderly multigravida, delivered with or without mention of antepartum condition"
V272,"Deliver-twins, both live","Outcome of delivery, twins, both liveborn"
80228,Fx mandible body NEC-cl,"Closed fracture of mandible, body, other and unspecified"
44281,Aneurysm of neck,Aneurysm of artery of neck
3561,Peroneal muscle atrophy,Peroneal muscular atrophy
E8504,Acc poison-arom analgesc,"Accidental poisoning by aromatic analgesics, not elsewhere classified"
